# Au,Ir,Pd,Pt,Rh,Ru
0.037,0.226,0.169,0.193,0.247,0.128
0.047,0.228,0.205,0.200,0.256,0.065
0.047,0.251,0.199,0.199,0.241,0.063
0.040,0.267,0.188,0.188,0.250,0.068
0.038,0.266,0.196,0.179,0.250,0.071
0.039,0.274,0.190,0.184,0.251,0.061
0.039,0.274,0.190,0.184,0.251,0.061
0.039,0.274,0.190,0.184,0.251,0.061
0.039,0.274,0.190,0.184,0.251,0.061
