# Au,Ir,Pd,Pt,Rh,Ru
0.068,0.176,0.216,0.169,0.216,0.155
0.073,0.165,0.248,0.184,0.248,0.083
0.073,0.151,0.245,0.214,0.240,0.078
0.071,0.153,0.245,0.214,0.240,0.077
0.074,0.159,0.249,0.212,0.243,0.063
0.074,0.163,0.247,0.211,0.237,0.068
0.074,0.164,0.254,0.206,0.238,0.063
0.074,0.168,0.253,0.205,0.237,0.063
0.074,0.168,0.253,0.205,0.237,0.063
