# Au,Ir,Pd,Pt,Rh,Ru
0.074,0.196,0.193,0.220,0.216,0.101
0.077,0.231,0.222,0.213,0.222,0.036
0.078,0.210,0.234,0.205,0.249,0.024
0.082,0.219,0.235,0.209,0.235,0.020
0.073,0.215,0.241,0.209,0.241,0.021
0.073,0.208,0.240,0.208,0.240,0.031
0.074,0.201,0.249,0.212,0.238,0.026
0.072,0.200,0.246,0.226,0.231,0.026
0.073,0.203,0.250,0.219,0.229,0.026
0.073,0.204,0.251,0.220,0.230,0.021
0.073,0.204,0.251,0.220,0.230,0.021
