# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.199,0.162,0.236,0.179,0.182
0.040,0.253,0.192,0.212,0.182,0.121
0.040,0.320,0.183,0.217,0.177,0.063
0.031,0.311,0.180,0.230,0.186,0.062
0.031,0.315,0.173,0.235,0.179,0.068
0.032,0.312,0.172,0.229,0.185,0.070
0.032,0.306,0.172,0.229,0.191,0.070
0.032,0.303,0.174,0.232,0.187,0.071
0.032,0.303,0.174,0.232,0.187,0.071
