# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.199,0.196,0.233,0.145,0.186
0.029,0.244,0.221,0.233,0.169,0.105
0.028,0.242,0.213,0.275,0.157,0.084
0.029,0.234,0.240,0.275,0.164,0.058
0.030,0.234,0.246,0.269,0.162,0.060
0.030,0.234,0.240,0.275,0.162,0.060
0.030,0.234,0.240,0.275,0.162,0.060
