# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.166,0.226,0.206,0.179,0.169
0.053,0.187,0.267,0.225,0.187,0.080
0.065,0.187,0.271,0.219,0.194,0.065
0.065,0.187,0.271,0.213,0.200,0.065
0.045,0.201,0.260,0.247,0.201,0.045
0.046,0.219,0.252,0.245,0.185,0.053
0.041,0.223,0.257,0.236,0.189,0.054
0.041,0.238,0.252,0.231,0.197,0.041
0.041,0.231,0.252,0.231,0.204,0.041
0.041,0.231,0.252,0.231,0.204,0.041
