# Au,Ir,Pd,Pt,Rh,Ru
0.068,0.182,0.176,0.186,0.203,0.186
0.055,0.225,0.198,0.242,0.181,0.099
0.064,0.238,0.192,0.233,0.180,0.093
0.069,0.233,0.214,0.214,0.189,0.082
0.073,0.236,0.194,0.224,0.188,0.085
0.074,0.239,0.196,0.209,0.202,0.080
0.073,0.238,0.201,0.207,0.201,0.079
0.074,0.233,0.202,0.209,0.202,0.080
0.074,0.233,0.202,0.209,0.202,0.080
