# Au,Ir,Pd,Pt,Rh,Ru
0.064,0.206,0.220,0.193,0.199,0.118
0.064,0.221,0.230,0.221,0.196,0.068
0.059,0.216,0.234,0.225,0.203,0.063
0.050,0.220,0.239,0.225,0.211,0.055
0.051,0.218,0.236,0.227,0.208,0.060
0.051,0.218,0.236,0.227,0.208,0.060
