# Au,Ir,Pd,Pt,Rh,Ru
0.074,0.209,0.220,0.145,0.230,0.122
0.089,0.215,0.215,0.154,0.252,0.075
0.088,0.216,0.237,0.170,0.211,0.077
0.083,0.227,0.215,0.177,0.232,0.066
0.080,0.224,0.218,0.172,0.236,0.069
0.085,0.226,0.215,0.169,0.237,0.068
0.085,0.226,0.209,0.169,0.237,0.073
0.085,0.226,0.209,0.169,0.237,0.073
