# Au,Ir,Pd,Pt,Rh,Ru
0.068,0.206,0.203,0.240,0.135,0.149
0.084,0.233,0.214,0.247,0.149,0.074
0.083,0.225,0.225,0.250,0.152,0.064
0.094,0.227,0.217,0.246,0.158,0.059
0.095,0.225,0.220,0.245,0.160,0.055
0.094,0.223,0.218,0.248,0.158,0.059
0.095,0.224,0.219,0.249,0.159,0.055
0.095,0.224,0.219,0.249,0.159,0.055
