# Au,Ir,Pd,Pt,Rh,Ru
0.078,0.162,0.209,0.233,0.159,0.159
0.089,0.188,0.252,0.238,0.153,0.079
0.087,0.214,0.214,0.243,0.168,0.075
0.087,0.200,0.212,0.244,0.200,0.056
0.087,0.205,0.217,0.242,0.186,0.062
0.083,0.210,0.223,0.242,0.191,0.051
0.083,0.210,0.223,0.242,0.191,0.051
