# Au,Ir,Pd,Pt,Rh,Ru
0.020,0.179,0.230,0.189,0.203,0.179
0.025,0.223,0.234,0.208,0.228,0.081
0.022,0.234,0.234,0.217,0.234,0.060
0.024,0.207,0.243,0.225,0.237,0.065
0.024,0.207,0.243,0.231,0.237,0.059
0.024,0.208,0.238,0.232,0.232,0.065
0.024,0.214,0.238,0.232,0.232,0.060
0.024,0.214,0.238,0.232,0.232,0.060
