# Au,Ir,Pd,Pt,Rh,Ru
0.037,0.216,0.162,0.216,0.186,0.182
0.046,0.258,0.186,0.222,0.191,0.098
0.041,0.266,0.207,0.225,0.189,0.071
0.044,0.263,0.219,0.225,0.194,0.056
0.045,0.266,0.221,0.221,0.195,0.052
0.045,0.277,0.219,0.206,0.194,0.058
0.045,0.284,0.226,0.213,0.187,0.045
0.044,0.277,0.233,0.214,0.189,0.044
0.044,0.278,0.228,0.215,0.190,0.044
0.044,0.278,0.228,0.215,0.190,0.044
