# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.189,0.193,0.230,0.193,0.142
0.084,0.168,0.200,0.247,0.226,0.074
0.078,0.190,0.218,0.246,0.229,0.039
0.076,0.188,0.194,0.247,0.235,0.059
0.077,0.190,0.190,0.250,0.250,0.042
0.078,0.187,0.193,0.259,0.247,0.036
0.076,0.200,0.182,0.265,0.241,0.035
0.076,0.200,0.182,0.265,0.241,0.035
0.076,0.200,0.182,0.265,0.241,0.035
0.076,0.200,0.182,0.265,0.241,0.035
