# Au,Ir,Pd,Pt,Rh,Ru
0.020,0.189,0.169,0.213,0.257,0.152
0.026,0.203,0.198,0.220,0.260,0.093
0.024,0.210,0.210,0.243,0.243,0.071
0.026,0.199,0.230,0.251,0.230,0.063
0.022,0.206,0.244,0.233,0.233,0.061
0.023,0.209,0.243,0.243,0.232,0.051
0.023,0.211,0.240,0.251,0.229,0.046
0.023,0.207,0.241,0.253,0.230,0.046
0.023,0.203,0.249,0.266,0.220,0.040
0.022,0.218,0.246,0.257,0.212,0.045
0.022,0.222,0.244,0.256,0.217,0.039
0.022,0.222,0.244,0.256,0.217,0.039
