# Au,Ir,Pd,Pt,Rh,Ru
0.037,0.152,0.169,0.196,0.213,0.233
0.048,0.200,0.188,0.182,0.248,0.133
0.056,0.210,0.175,0.175,0.266,0.119
0.052,0.216,0.187,0.164,0.254,0.127
0.057,0.234,0.199,0.170,0.234,0.106
0.051,0.241,0.204,0.153,0.241,0.109
0.051,0.241,0.204,0.153,0.241,0.109
