# Au,Ir,Pd,Pt,Rh,Ru
0.057,0.155,0.209,0.179,0.233,0.166
0.062,0.186,0.206,0.222,0.237,0.088
0.057,0.205,0.193,0.227,0.233,0.085
0.048,0.208,0.196,0.220,0.226,0.101
0.044,0.209,0.215,0.234,0.222,0.076
0.045,0.200,0.226,0.245,0.200,0.084
0.046,0.197,0.230,0.237,0.204,0.086
0.047,0.201,0.228,0.242,0.201,0.081
0.047,0.207,0.227,0.240,0.200,0.080
0.047,0.207,0.227,0.240,0.200,0.080
