# Au,Ir,Pd,Pt,Rh,Ru
0.037,0.186,0.243,0.206,0.169,0.159
0.052,0.207,0.239,0.239,0.188,0.075
0.048,0.213,0.256,0.227,0.188,0.068
0.047,0.202,0.259,0.238,0.192,0.062
0.048,0.201,0.254,0.238,0.196,0.063
0.042,0.200,0.263,0.237,0.195,0.063
0.042,0.200,0.263,0.237,0.195,0.063
