# Au,Ir,Pd,Pt,Rh,Ru
0.074,0.206,0.209,0.182,0.199,0.128
0.079,0.234,0.218,0.192,0.197,0.079
0.071,0.236,0.189,0.222,0.208,0.075
0.074,0.236,0.182,0.217,0.212,0.079
0.074,0.227,0.187,0.227,0.212,0.074
0.075,0.224,0.184,0.224,0.219,0.075
0.067,0.233,0.192,0.212,0.218,0.078
0.067,0.233,0.192,0.212,0.223,0.073
0.067,0.233,0.192,0.212,0.223,0.073
