# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.203,0.203,0.220,0.172,0.162
0.039,0.200,0.239,0.243,0.183,0.096
0.042,0.203,0.231,0.259,0.189,0.075
0.039,0.194,0.233,0.262,0.199,0.073
0.040,0.199,0.234,0.264,0.189,0.075
0.040,0.199,0.234,0.264,0.189,0.075
0.040,0.199,0.234,0.264,0.189,0.075
