# Au,Ir,Pd,Pt,Rh,Ru
0.061,0.196,0.186,0.203,0.216,0.139
0.076,0.198,0.218,0.208,0.213,0.086
0.074,0.213,0.223,0.191,0.218,0.080
0.080,0.230,0.201,0.218,0.195,0.075
0.084,0.235,0.211,0.217,0.181,0.072
0.082,0.234,0.209,0.215,0.190,0.070
0.076,0.223,0.217,0.217,0.197,0.070
0.076,0.223,0.217,0.217,0.197,0.070
