# Au,Ir,Pd,Pt,Rh,Ru
0.051,0.193,0.193,0.216,0.223,0.125
0.061,0.168,0.203,0.244,0.274,0.051
0.056,0.183,0.183,0.267,0.267,0.044
0.047,0.192,0.180,0.291,0.244,0.047
0.041,0.192,0.203,0.267,0.250,0.047
0.036,0.199,0.205,0.259,0.253,0.048
0.036,0.198,0.210,0.257,0.251,0.048
0.036,0.194,0.212,0.261,0.255,0.042
0.036,0.194,0.212,0.261,0.255,0.042
