# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.199,0.226,0.169,0.213,0.139
0.051,0.242,0.236,0.197,0.213,0.062
0.060,0.251,0.228,0.210,0.204,0.048
0.052,0.266,0.227,0.208,0.195,0.052
0.046,0.263,0.230,0.217,0.197,0.046
0.034,0.274,0.240,0.226,0.178,0.048
0.035,0.284,0.241,0.220,0.170,0.050
0.035,0.280,0.238,0.210,0.182,0.056
0.035,0.284,0.248,0.220,0.163,0.050
0.035,0.277,0.248,0.227,0.163,0.050
0.035,0.284,0.248,0.227,0.156,0.050
0.035,0.284,0.248,0.227,0.156,0.050
