# Au,Ir,Pd,Pt,Rh,Ru
0.071,0.206,0.199,0.199,0.179,0.145
0.081,0.226,0.205,0.205,0.184,0.098
0.080,0.223,0.205,0.219,0.183,0.089
0.078,0.234,0.193,0.211,0.193,0.092
0.073,0.228,0.201,0.215,0.196,0.087
0.073,0.219,0.205,0.219,0.196,0.087
0.073,0.219,0.205,0.219,0.196,0.087
0.075,0.224,0.196,0.229,0.196,0.079
0.075,0.224,0.196,0.229,0.196,0.079
