# Au,Ir,Pd,Pt,Rh,Ru
0.051,0.182,0.172,0.209,0.209,0.176
0.066,0.213,0.194,0.213,0.209,0.104
0.073,0.215,0.183,0.236,0.204,0.089
0.074,0.213,0.181,0.245,0.213,0.074
0.071,0.208,0.180,0.246,0.213,0.082
0.072,0.204,0.182,0.249,0.215,0.077
0.073,0.201,0.184,0.251,0.212,0.078
0.073,0.201,0.184,0.251,0.212,0.078
