# Au,Ir,Pd,Pt,Rh,Ru
0.071,0.186,0.199,0.209,0.196,0.139
0.074,0.214,0.209,0.228,0.223,0.051
0.078,0.204,0.218,0.223,0.223,0.053
0.079,0.215,0.209,0.230,0.220,0.047
0.078,0.219,0.203,0.224,0.224,0.052
0.074,0.216,0.205,0.226,0.232,0.047
0.074,0.216,0.205,0.226,0.232,0.047
