# Au,Ir,Pd,Pt,Rh,Ru
0.047,0.250,0.203,0.169,0.199,0.132
0.037,0.262,0.214,0.203,0.219,0.064
0.043,0.274,0.189,0.207,0.232,0.055
0.039,0.273,0.195,0.201,0.240,0.052
0.033,0.263,0.204,0.204,0.250,0.046
0.034,0.268,0.201,0.208,0.248,0.040
0.034,0.274,0.192,0.212,0.247,0.041
0.035,0.278,0.188,0.215,0.243,0.042
0.035,0.278,0.188,0.215,0.243,0.042
