# Au,Ir,Pd,Pt,Rh,Ru
0.064,0.209,0.220,0.149,0.233,0.125
0.064,0.191,0.223,0.186,0.268,0.068
0.062,0.205,0.219,0.186,0.271,0.057
0.067,0.219,0.210,0.176,0.267,0.062
0.068,0.222,0.213,0.179,0.261,0.058
0.067,0.225,0.215,0.167,0.268,0.057
0.068,0.222,0.217,0.169,0.266,0.058
0.068,0.229,0.215,0.161,0.268,0.059
0.069,0.227,0.217,0.163,0.266,0.059
0.069,0.225,0.211,0.167,0.270,0.059
0.069,0.225,0.211,0.167,0.270,0.059
