# Au,Ir,Pd,Pt,Rh,Ru
0.020,0.172,0.182,0.213,0.223,0.189
0.035,0.180,0.221,0.238,0.244,0.081
0.027,0.160,0.233,0.253,0.260,0.067
0.027,0.167,0.233,0.233,0.260,0.080
0.027,0.181,0.221,0.235,0.262,0.074
0.027,0.177,0.231,0.231,0.265,0.068
0.027,0.176,0.230,0.230,0.264,0.074
0.027,0.176,0.236,0.230,0.264,0.068
0.027,0.176,0.236,0.230,0.264,0.068
