# Au,Ir,Pd,Pt,Rh,Ru
0.044,0.206,0.193,0.199,0.199,0.159
0.039,0.226,0.209,0.213,0.217,0.096
0.038,0.234,0.196,0.215,0.211,0.105
0.040,0.237,0.197,0.222,0.222,0.081
0.042,0.234,0.214,0.214,0.219,0.078
0.041,0.226,0.221,0.226,0.215,0.072
0.041,0.233,0.218,0.223,0.212,0.073
0.043,0.241,0.214,0.225,0.209,0.070
0.038,0.246,0.213,0.224,0.208,0.071
0.039,0.243,0.204,0.232,0.221,0.061
0.039,0.244,0.206,0.228,0.222,0.061
0.039,0.244,0.206,0.228,0.222,0.061
