# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.169,0.189,0.209,0.226,0.152
0.076,0.162,0.187,0.237,0.278,0.061
0.074,0.171,0.194,0.246,0.263,0.051
0.058,0.185,0.179,0.272,0.254,0.052
0.058,0.186,0.174,0.273,0.267,0.041
0.058,0.186,0.186,0.273,0.256,0.041
0.058,0.186,0.186,0.273,0.250,0.047
0.053,0.181,0.193,0.275,0.257,0.041
0.053,0.181,0.193,0.275,0.257,0.041
0.053,0.182,0.188,0.276,0.259,0.041
0.053,0.182,0.188,0.276,0.259,0.041
