# Au,Ir,Pd,Pt,Rh,Ru
0.068,0.226,0.203,0.240,0.176,0.088
0.071,0.219,0.205,0.277,0.188,0.040
0.056,0.207,0.212,0.278,0.207,0.040
0.057,0.197,0.223,0.280,0.212,0.031
0.052,0.212,0.207,0.290,0.207,0.031
0.053,0.212,0.206,0.291,0.206,0.032
0.056,0.215,0.210,0.287,0.200,0.031
0.057,0.216,0.211,0.284,0.201,0.031
0.058,0.216,0.211,0.279,0.205,0.032
0.058,0.216,0.211,0.279,0.205,0.032
