# Au,Ir,Pd,Pt,Rh,Ru
0.044,0.176,0.206,0.193,0.253,0.128
0.042,0.186,0.233,0.209,0.256,0.074
0.040,0.186,0.246,0.206,0.256,0.065
0.042,0.201,0.249,0.222,0.238,0.048
0.032,0.216,0.238,0.216,0.243,0.054
0.028,0.223,0.240,0.212,0.246,0.050
0.028,0.217,0.244,0.211,0.244,0.056
0.028,0.216,0.244,0.210,0.244,0.057
0.029,0.217,0.246,0.206,0.246,0.057
0.029,0.217,0.246,0.206,0.246,0.057
