# Au,Ir,Pd,Pt,Rh,Ru
0.027,0.196,0.223,0.193,0.186,0.176
0.032,0.251,0.214,0.230,0.187,0.086
0.035,0.249,0.220,0.237,0.202,0.058
0.036,0.246,0.228,0.234,0.198,0.060
0.036,0.248,0.218,0.261,0.176,0.061
0.038,0.233,0.226,0.270,0.182,0.050
0.037,0.230,0.236,0.261,0.186,0.050
0.037,0.230,0.230,0.261,0.193,0.050
0.037,0.230,0.230,0.261,0.193,0.050
