# Au,Ir,Pd,Pt,Rh,Ru
0.074,0.203,0.206,0.182,0.166,0.169
0.082,0.231,0.231,0.188,0.168,0.101
0.089,0.244,0.200,0.194,0.189,0.083
0.090,0.237,0.215,0.198,0.175,0.085
0.091,0.233,0.227,0.199,0.165,0.085
0.091,0.233,0.222,0.199,0.170,0.085
0.094,0.234,0.228,0.193,0.170,0.082
0.100,0.229,0.224,0.194,0.165,0.088
0.101,0.231,0.225,0.195,0.166,0.083
0.101,0.231,0.225,0.195,0.166,0.083
