# Au,Ir,Pd,Pt,Rh,Ru
0.078,0.226,0.233,0.139,0.223,0.101
0.086,0.249,0.224,0.151,0.229,0.061
0.085,0.243,0.226,0.145,0.234,0.068
0.088,0.252,0.226,0.155,0.226,0.053
0.086,0.253,0.231,0.154,0.222,0.054
0.086,0.252,0.234,0.153,0.216,0.059
0.086,0.258,0.231,0.149,0.217,0.059
0.085,0.256,0.233,0.148,0.220,0.058
0.085,0.256,0.233,0.148,0.220,0.058
