# Au,Ir,Pd,Pt,Rh,Ru
0.047,0.213,0.220,0.179,0.176,0.166
0.062,0.224,0.240,0.203,0.182,0.089
0.079,0.226,0.262,0.220,0.171,0.043
0.068,0.228,0.247,0.228,0.179,0.049
0.064,0.227,0.250,0.238,0.180,0.041
0.062,0.233,0.250,0.233,0.176,0.045
0.062,0.232,0.249,0.237,0.175,0.045
0.062,0.232,0.249,0.237,0.175,0.045
