# Au,Ir,Pd,Pt,Rh,Ru
0.061,0.182,0.230,0.216,0.193,0.118
0.074,0.187,0.236,0.232,0.217,0.054
0.067,0.171,0.244,0.244,0.233,0.041
0.068,0.178,0.251,0.241,0.220,0.042
0.068,0.183,0.246,0.241,0.220,0.042
0.068,0.183,0.246,0.241,0.220,0.042
