# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.213,0.196,0.206,0.189,0.142
0.049,0.254,0.200,0.216,0.227,0.054
0.046,0.238,0.205,0.212,0.258,0.040
0.049,0.225,0.197,0.225,0.268,0.035
0.056,0.204,0.211,0.239,0.261,0.028
0.056,0.203,0.217,0.231,0.259,0.035
0.056,0.204,0.218,0.232,0.261,0.028
0.056,0.204,0.218,0.232,0.261,0.028
