# Au,Ir,Pd,Pt,Rh,Ru
0.074,0.213,0.169,0.199,0.226,0.118
0.069,0.249,0.185,0.193,0.219,0.086
0.072,0.245,0.202,0.202,0.207,0.072
0.071,0.249,0.208,0.198,0.203,0.071
0.072,0.246,0.205,0.200,0.215,0.062
0.073,0.244,0.207,0.202,0.212,0.062
0.074,0.238,0.206,0.206,0.212,0.063
0.074,0.233,0.206,0.212,0.212,0.063
0.074,0.233,0.206,0.212,0.212,0.063
