# Au,Ir,Pd,Pt,Rh,Ru
0.057,0.216,0.209,0.250,0.159,0.108
0.062,0.226,0.230,0.279,0.150,0.053
0.066,0.230,0.230,0.272,0.150,0.052
0.062,0.232,0.237,0.261,0.152,0.057
0.062,0.234,0.234,0.258,0.153,0.057
0.062,0.234,0.234,0.258,0.153,0.057
