# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.169,0.176,0.203,0.250,0.162
0.061,0.168,0.184,0.219,0.301,0.066
0.059,0.173,0.184,0.222,0.303,0.059
0.054,0.179,0.185,0.228,0.299,0.054
0.055,0.175,0.191,0.235,0.301,0.044
0.049,0.185,0.190,0.234,0.299,0.043
0.043,0.185,0.190,0.234,0.299,0.049
0.044,0.186,0.191,0.235,0.301,0.044
0.044,0.186,0.191,0.235,0.301,0.044
