# Au,Ir,Pd,Pt,Rh,Ru
0.051,0.220,0.193,0.209,0.199,0.128
0.063,0.234,0.180,0.229,0.215,0.078
0.045,0.237,0.187,0.237,0.207,0.086
0.041,0.228,0.198,0.234,0.218,0.081
0.042,0.219,0.208,0.240,0.219,0.073
0.042,0.225,0.199,0.236,0.220,0.079
0.042,0.226,0.200,0.242,0.216,0.074
0.046,0.215,0.205,0.246,0.215,0.072
0.046,0.215,0.205,0.241,0.221,0.072
0.046,0.215,0.205,0.241,0.221,0.072
