# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.220,0.176,0.220,0.196,0.149
0.045,0.258,0.176,0.217,0.199,0.104
0.040,0.260,0.165,0.220,0.205,0.110
0.041,0.255,0.168,0.214,0.214,0.107
0.041,0.254,0.168,0.213,0.213,0.112
0.041,0.256,0.169,0.215,0.210,0.108
0.041,0.256,0.174,0.215,0.205,0.108
0.041,0.256,0.179,0.215,0.200,0.108
0.041,0.258,0.175,0.216,0.201,0.108
0.041,0.258,0.175,0.216,0.201,0.108
