# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.220,0.216,0.223,0.172,0.128
0.047,0.247,0.233,0.228,0.181,0.065
0.044,0.242,0.253,0.225,0.176,0.060
0.046,0.249,0.272,0.208,0.173,0.052
0.041,0.249,0.272,0.213,0.178,0.047
0.042,0.251,0.275,0.216,0.174,0.042
0.042,0.247,0.265,0.223,0.175,0.048
0.042,0.247,0.271,0.223,0.175,0.042
0.042,0.246,0.269,0.228,0.174,0.042
0.042,0.246,0.269,0.228,0.174,0.042
