# Au,Ir,Pd,Pt,Rh,Ru
0.061,0.182,0.176,0.253,0.206,0.122
0.061,0.189,0.184,0.269,0.236,0.061
0.065,0.184,0.199,0.269,0.249,0.035
0.059,0.198,0.198,0.277,0.238,0.030
0.058,0.202,0.212,0.260,0.231,0.038
0.059,0.206,0.211,0.260,0.240,0.025
0.059,0.207,0.207,0.261,0.241,0.025
0.059,0.207,0.207,0.261,0.241,0.025
