# Au,Ir,Pd,Pt,Rh,Ru
0.034,0.179,0.209,0.176,0.260,0.142
0.053,0.188,0.226,0.192,0.284,0.058
0.054,0.178,0.222,0.200,0.292,0.054
0.055,0.170,0.231,0.198,0.291,0.055
0.049,0.186,0.230,0.191,0.290,0.055
0.049,0.187,0.225,0.192,0.297,0.049
0.049,0.186,0.230,0.197,0.290,0.049
0.049,0.186,0.230,0.197,0.290,0.049
