# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.226,0.182,0.240,0.172,0.125
0.070,0.243,0.196,0.248,0.168,0.075
0.066,0.264,0.208,0.239,0.168,0.056
0.070,0.251,0.203,0.246,0.166,0.064
0.071,0.264,0.198,0.231,0.176,0.060
0.065,0.261,0.201,0.234,0.179,0.060
0.065,0.261,0.201,0.234,0.179,0.060
0.065,0.261,0.201,0.234,0.179,0.060
