# Au,Ir,Pd,Pt,Rh,Ru
0.068,0.159,0.267,0.199,0.182,0.125
0.085,0.186,0.271,0.231,0.181,0.045
0.099,0.188,0.283,0.225,0.168,0.037
0.083,0.182,0.271,0.229,0.188,0.047
0.077,0.197,0.284,0.224,0.186,0.033
0.078,0.194,0.283,0.239,0.178,0.028
0.078,0.190,0.285,0.240,0.179,0.028
0.080,0.199,0.284,0.239,0.176,0.023
0.079,0.202,0.275,0.242,0.174,0.028
0.079,0.202,0.275,0.242,0.174,0.028
