# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.233,0.213,0.182,0.176,0.155
0.057,0.255,0.240,0.182,0.177,0.089
0.043,0.242,0.267,0.180,0.193,0.075
0.045,0.253,0.253,0.175,0.195,0.078
0.041,0.257,0.277,0.176,0.182,0.068
0.041,0.262,0.255,0.179,0.193,0.069
0.041,0.262,0.255,0.179,0.193,0.069
