# Au,Ir,Pd,Pt,Rh,Ru
0.037,0.199,0.206,0.199,0.203,0.155
0.060,0.219,0.223,0.233,0.214,0.051
0.064,0.222,0.232,0.222,0.222,0.039
0.067,0.233,0.238,0.218,0.212,0.031
0.067,0.237,0.237,0.216,0.211,0.031
0.068,0.234,0.234,0.219,0.208,0.036
0.067,0.233,0.233,0.218,0.207,0.041
0.067,0.231,0.236,0.215,0.205,0.046
0.067,0.231,0.236,0.215,0.205,0.046
