# Au,Ir,Pd,Pt,Rh,Ru
0.034,0.186,0.216,0.233,0.203,0.128
0.045,0.182,0.232,0.258,0.217,0.066
0.041,0.201,0.225,0.272,0.213,0.047
0.040,0.226,0.243,0.237,0.215,0.040
0.041,0.228,0.246,0.228,0.216,0.041
0.036,0.249,0.231,0.225,0.219,0.041
0.036,0.241,0.241,0.223,0.223,0.036
0.036,0.242,0.236,0.218,0.224,0.042
0.037,0.244,0.238,0.220,0.226,0.037
0.037,0.244,0.238,0.220,0.226,0.037
