# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.220,0.189,0.172,0.193,0.172
0.071,0.245,0.194,0.199,0.199,0.092
0.076,0.227,0.184,0.205,0.205,0.103
0.075,0.225,0.203,0.203,0.230,0.064
0.078,0.218,0.207,0.201,0.235,0.061
0.068,0.209,0.209,0.209,0.243,0.062
0.062,0.215,0.209,0.209,0.243,0.062
0.062,0.215,0.215,0.209,0.237,0.062
0.062,0.215,0.215,0.209,0.237,0.062
