# Au,Ir,Pd,Pt,Rh,Ru
0.051,0.169,0.182,0.203,0.213,0.182
0.056,0.184,0.201,0.209,0.218,0.132
0.049,0.192,0.227,0.207,0.217,0.108
0.044,0.196,0.240,0.206,0.211,0.103
0.045,0.193,0.248,0.198,0.213,0.104
0.045,0.202,0.237,0.197,0.217,0.101
0.046,0.199,0.235,0.199,0.214,0.107
0.046,0.199,0.235,0.199,0.214,0.107
0.046,0.200,0.231,0.200,0.215,0.108
0.046,0.200,0.231,0.200,0.215,0.108
