# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.196,0.196,0.206,0.213,0.135
0.061,0.203,0.208,0.216,0.221,0.091
0.053,0.215,0.220,0.206,0.225,0.081
0.049,0.217,0.232,0.207,0.222,0.074
0.052,0.206,0.227,0.206,0.232,0.077
0.048,0.207,0.245,0.197,0.218,0.085
0.049,0.214,0.242,0.203,0.209,0.082
0.051,0.205,0.256,0.205,0.205,0.080
0.052,0.201,0.253,0.207,0.207,0.080
0.052,0.201,0.253,0.207,0.207,0.080
0.052,0.201,0.253,0.207,0.207,0.080
