# Au,Ir,Pd,Pt,Rh,Ru
0.088,0.213,0.206,0.172,0.230,0.091
0.078,0.229,0.208,0.176,0.237,0.073
0.078,0.226,0.209,0.174,0.235,0.078
0.079,0.225,0.207,0.176,0.238,0.075
0.079,0.216,0.207,0.181,0.242,0.075
0.075,0.221,0.204,0.181,0.243,0.075
0.075,0.221,0.204,0.181,0.243,0.075
