# Au,Ir,Pd,Pt,Rh,Ru
0.074,0.233,0.189,0.209,0.142,0.152
0.078,0.244,0.180,0.198,0.175,0.124
0.085,0.239,0.194,0.204,0.184,0.095
0.086,0.234,0.198,0.208,0.183,0.091
0.082,0.227,0.196,0.227,0.180,0.088
0.082,0.226,0.195,0.226,0.185,0.087
0.082,0.226,0.190,0.226,0.190,0.087
0.082,0.226,0.190,0.226,0.190,0.087
0.082,0.226,0.190,0.226,0.190,0.087
