# Au,Ir,Pd,Pt,Rh,Ru
0.054,0.206,0.155,0.236,0.213,0.135
0.063,0.199,0.152,0.283,0.230,0.073
0.045,0.205,0.148,0.301,0.239,0.062
0.035,0.212,0.147,0.288,0.247,0.071
0.036,0.217,0.145,0.283,0.247,0.072
0.036,0.212,0.152,0.291,0.242,0.067
0.036,0.212,0.145,0.291,0.242,0.073
0.037,0.207,0.146,0.299,0.244,0.067
0.037,0.207,0.146,0.299,0.244,0.067
