# Au,Ir,Pd,Pt,Rh,Ru
0.041,0.179,0.220,0.186,0.236,0.139
0.043,0.213,0.223,0.223,0.250,0.048
0.038,0.182,0.208,0.258,0.264,0.050
0.039,0.196,0.209,0.248,0.255,0.052
0.039,0.182,0.201,0.247,0.266,0.065
0.039,0.183,0.196,0.242,0.275,0.065
0.040,0.185,0.199,0.245,0.272,0.060
0.039,0.184,0.204,0.243,0.270,0.059
0.039,0.184,0.204,0.243,0.270,0.059
