# Au,Ir,Pd,Pt,Rh,Ru
0.068,0.179,0.203,0.209,0.203,0.139
0.088,0.201,0.201,0.245,0.211,0.054
0.094,0.200,0.217,0.233,0.217,0.039
0.093,0.215,0.203,0.244,0.198,0.047
0.087,0.214,0.208,0.237,0.220,0.035
0.089,0.207,0.213,0.225,0.225,0.041
0.091,0.206,0.212,0.236,0.230,0.024
0.093,0.204,0.216,0.235,0.222,0.031
0.094,0.206,0.206,0.244,0.225,0.025
0.094,0.206,0.206,0.244,0.225,0.025
0.095,0.209,0.209,0.241,0.222,0.025
0.096,0.204,0.210,0.242,0.223,0.025
0.096,0.204,0.210,0.242,0.223,0.025
