# Au,Ir,Pd,Pt,Rh,Ru
0.061,0.203,0.216,0.220,0.139,0.162
0.071,0.208,0.236,0.217,0.160,0.108
0.070,0.201,0.231,0.221,0.171,0.106
0.070,0.198,0.230,0.219,0.182,0.102
0.069,0.196,0.228,0.217,0.190,0.101
0.069,0.190,0.228,0.222,0.190,0.101
0.069,0.190,0.228,0.222,0.190,0.101
