# Au,Ir,Pd,Pt,Rh,Ru
0.044,0.226,0.186,0.220,0.169,0.155
0.054,0.263,0.183,0.228,0.183,0.089
0.054,0.267,0.198,0.238,0.163,0.079
0.059,0.280,0.215,0.199,0.161,0.086
0.054,0.280,0.210,0.199,0.151,0.108
0.055,0.291,0.198,0.203,0.159,0.093
0.055,0.293,0.199,0.210,0.155,0.088
0.056,0.289,0.200,0.211,0.156,0.089
0.056,0.289,0.200,0.211,0.156,0.089
