# Au,Ir,Pd,Pt,Rh,Ru
0.061,0.206,0.264,0.186,0.162,0.122
0.072,0.201,0.282,0.230,0.172,0.043
0.051,0.233,0.244,0.233,0.199,0.040
0.053,0.224,0.259,0.241,0.200,0.024
0.042,0.222,0.269,0.246,0.198,0.024
0.042,0.222,0.269,0.251,0.198,0.018
0.042,0.220,0.274,0.250,0.196,0.018
0.036,0.223,0.271,0.253,0.199,0.018
0.036,0.223,0.271,0.253,0.199,0.018
