# Au,Ir,Pd,Pt,Rh,Ru
0.037,0.209,0.172,0.216,0.230,0.135
0.050,0.220,0.205,0.200,0.270,0.055
0.055,0.249,0.199,0.193,0.254,0.050
0.058,0.256,0.203,0.198,0.233,0.052
0.059,0.260,0.201,0.195,0.243,0.041
0.060,0.256,0.202,0.196,0.244,0.042
0.060,0.256,0.202,0.196,0.244,0.042
